Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id255,spicy creamy kadai chicken,chicken,"chicken, ginger-garlic paste, pepper powder, lime juice, oil, salt, tomatoes, green chillies, ginger-garlic paste, chilli powder, black cardamoms, cloves, water, onion, ginger, green chillies, chilli powder, turmeric powder, garam masala, kasturi methi, cream",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,410
meal_id256,apple kheer,kheer,"apples, basmati rice, nuscovado sugar (you can also use normal sugar), cashew nuts and almonds, cassia bark or cinnamon stick, red grapes",veg,vitamin_e, obesity diabeties, high_protien_diet,355
meal_id257,ragi oats ladoo (laddu),ladoo,"ragi flour, oats flour, dates (ripe), milk, honey, ghee, green cardamom powder, white sesame seeds, coconut powder, cashew nuts",veg,vitamin_e, hypertension, high_protien_diet dash_diet gluten_free_diet,675
meal_id258,lamb korma,korma,"onions, almond paste, ghee, cinnamon sticks, green cardamom, cloves, mace, bay leaves, garlic paste, ginger paste, lamb, salt, rose water (infused with 4-5 strands of saffron), yellow chilli powder, yogurt, yellow chilli powder, black pepper powder, coriander seed powder, cumin powder, red chilli powder, turmeric powder, clove powder, green cardamom powder, rose petal powder, nutmeg powder, black cardamom powder, fennel powder, cinnamon powder, mace powder, onions, cream/malai",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,265
meal_id259,ragi coconut ladoo (laddu),ladoo,"finger millet flour (ragi), jaggery, peanuts, coconut, salt",veg,chloride, obesity hypertension, paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,610
meal_id163,red rice vermicelli kheer,kheer,"रेड राइस वर्मिसेली/ ब्रोकन सूजी/ सूजी वर्मिसेली, मक्खन, बादाम, पूरा दूध, इलाइची पाउडर, केसर थ्रेड  चीनी, चीनी",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,630
meal_id130,chicken shami kebab,kebab,"चना दाल, तेल, जीरा, लौंग, काली मिर्च, दालचीनी, साबुत धनिया, अजवाइन, साबुत लाल मिर्च, चिली फलेक्स, बोनलेस चिकन, नमक, पानी, अदरक, हरी मिर्च, लहसुन, हरा धनिया, पुदीने के पत्ते, अंडे",non-veg,phosphorus, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,510
meal_id260,quick chicken curry,curry,"चिकन, प्याज का पेस्ट, टमाटर, लहसुन का पेस्ट, अदरक का पेस्ट, धनिया पाउडर, जीरा पाउडर, हल्दी पाउडर, लाल मिर्च पाउडर, गरम मसाला पाउडर, तेल, नमक, हरा धनिया",non-veg,iron, anemia hypertension rickets goitre kidney_disease pregnancy, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,400
meal_id255,spicy creamy kadai chicken,chicken,"चिकन, अदरक-लहसुन पेस्ट, कालीमिर्च पाउडर, नींबू का रस, तेल, नमक, टमाटर, हरी मिर्च, अदरक-लहसुन का पेस्ट, लाल मिर्च पाउडर, बड़ी इलाइची, लौंग , पानी, प्याज़ , अदरक, हरी मिर्च, लाल मिर्च , हल्दी पाउडर, गरम मसाला, कसूरी मेथी, क्रीम",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,485
meal_id261,chicken shaami kebab,kebab,"चना दाल, चिकन थाई , नमक, साबुत लाल मिर्च, जीरा , साबुत धनिया, लौंग, ​कालीमिर्च साबुत , दालचीनी स्टिक , अजवाइन, अंडे, हरा धनिया , पुदीने , हरी मिर्च, अदरक, लहसुन की कलियां, तेल",non-veg,phosphorus, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,245
meal_id262,chicken masala,chicken,"चिकन , अदरक  , लहसुन, प्याज, टमाटर , गरम मसाला, तेजपत्ता, नमक , हल्दी, धनिया पाउडर, लाल मिर्च पाउडर, तेल, हरा धनिया , क्रीम",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,340
meal_id65,almond &amp; white chocolate gujiya,gujiya,"all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,585
meal_id53,chocolate appo,chocolate,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,475
meal_id163,red rice vermicelli kheer,kheer,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,315
meal_id16,almond and raw banana galawat,banana,"almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter",veg,selenium, anemia hypertension cancer scurvy heart_disease kidney_disease diabeties, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,485
meal_id18,grilled almond barfi (sugar free),barfi,"khoya, sweetener (optional), almonds (crushed)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,360
meal_id200,chocolate kaju katli,kaju,"cashew nuts, sugar, water, milk chocolate or dark chocolate",veg,vitamin_d, hypertension heart_disease, high_fiber_diet ketogenic_diet,530
meal_id56,chocolate samosa,samosa,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,460
meal_id21,apple rabdi,rabdi,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)",veg,calcium, obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,555
meal_id22,baked namak para,baked,"whole wheat flour (atta), refined flour (maida), baking powder, ghee, salt, carom seeds (ajwain)",veg,magnesium, goitre, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,260
meal_id23,dates and nuts ladoo,ladoo,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",veg,vitamin_e, anemia cancer heart_disease kidney_disease obesity diabeties, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,690
meal_id31,baked almond kofta,kofta,"potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, egg, salt, pepper, eggs, refined flour (for rolling), dried breadcrumbs (for rolling)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,600
meal_id32,almond and amaranth ladoo,ladoo,"popped amaranth seeds, jaggery, almonds (slivered, unpeeled)",veg,calcium, hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,355
meal_id238,holi special malai kofta,kofta,"potatoes, paneer (cottage cheese), maida, coriander leaves (chopped), onion, ginger-garlic paste, tomatoes, malai or cream, raisins and cashew nuts, cashew nuts paste, haldi, red chilli powder, kitchen king masala, kasuri methi (dry fenugreek), salt, sugar",veg,phosphorus, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,210
meal_id263,holi special bhang pakode,pakode,"besan, potato, fresh bhang leaves, spinach, bhang seed powder, ajwain, fresh green chilly , salt, tamarind paste, red chilly powder, mustard seeds, whole red chilli, soda",veg,iron, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,650
meal_id243,assorted rice kheer sushi,kheer,"basmati rice, milk, sugar, pistachio, almonds, green cardamoms(powdered), saffron, rose water, rose petals (dried), dark chocolate",veg,magnesium, obesity diabeties anemia, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,335
meal_id64,chocolate prunes gujiyas,chocolate,"मैदा, घी, पानी, नमक, डार्क चॉकलेट, प्रून्स, मावा, चीनी, इलाइची पाउडर",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,625
meal_id65,almond &amp; white chocolate gujiya,gujiya,"मैदा, देसी घी, पानी, वाइट चॉकलेट, नारियल, हरी इलाइची पाउडर, बादाम, गुड़",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,390
meal_id163,red rice vermicelli kheer,kheer,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,260
meal_id21,apple rabdi,rabdi,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)",veg,calcium, obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,245
meal_id22,baked namak para,baked,"whole wheat flour (atta), refined flour (maida), baking powder, ghee, salt, carom seeds (ajwain)",veg,magnesium, goitre, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,260
meal_id23,dates and nuts ladoo,ladoo,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",veg,vitamin_e, anemia cancer heart_disease kidney_disease obesity diabeties, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,265
meal_id264,kuttu atta pizza,pizza,"kuttu atta, salt, sugar, yeast, mozzarella cheese fresh, tomato, basil, cottage cheese, green chillies, olive oil, salt, black pepper (crushed), oregano",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,435
meal_id265,arbi kofta with mint yogurt dip,dip,"arbi/colocasia roots, water chestnut flour (kuttu ka aata), green chili, ginger, carom seeds, rock salt, oil, mint, curd, cucumber, pomegranate",veg,calcium, obesity diabeties hypertension pregnancy, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,655
meal_id266,puffed rice squares,rice,"puffed rice, nuts, honey, jaggery, butter, kewda to flavor, cardamom powder",veg,carbohydrates, obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,375
meal_id257,ragi oats ladoo (laddu),ladoo,"ragi flour, oats flour, dates (ripe), milk, honey, ghee, green cardamom powder, white sesame seeds, coconut powder, cashew nuts",veg,vitamin_e, hypertension, high_protien_diet dash_diet gluten_free_diet,550
meal_id259,ragi coconut ladoo (laddu),ladoo,"finger millet flour (ragi), jaggery, peanuts, coconut, salt",veg,chloride, obesity hypertension, paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,515
meal_id267,red velvet banana pudding,pudding,"one can of sweetened condensed milk, ice cold water, instant vanilla pudding mix, cream cheese (softened and cut into 8 pieces), heavy cream, one 9 x 13 inch layer of red velvet cakcake, ripe bananas, mini chocolate chips, sugar, cocoa, cake flour, baking soda, salt, butter (room temp cut into 1 inch pieces), eggs, milk, sour cream, cider vinegar, vanilla extract, red food coloring, all-purpose flour, milk, unsalted butter (room temperature), sugar, vanilla extract",veg,calcium, anemia pregnancy hypertension cancer scurvy goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,265
meal_id199,lemon poppy seed cake,cake,"plain flour, baking powder, salt, castor sugar, baking soda, eggs, butter, vanilla essence, lemon juice, poppy seed, lemon peel, to serve:, lemon syrup, whip cream, fresh berry",veg,potassium, scurvy, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,355
meal_id47,meat lovers pizza,pizza,"millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",non-veg,potassium, anemia pregnancy cancer goitre kidney_disease obesity, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,375
meal_id48,almond and chicken momos (without shell),chicken,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",non-veg,calcium, anemia hypertension rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,550
meal_id213,berry parfait hazelnut white chocolate sable,chocolate,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",veg,vitamin_a, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,255
meal_id268,baked wild berry cheesecake,berry,"butter, digestive biscuits, berries, cream cheese, castor sugar, vanilla extract, egg (lightly beaten), icing sugar",veg,vitamin_a, rickets goitre, low_sodium_diet low_fat_diet high_fiber_diet,520
meal_id49,christmas tree pizza,pizza,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",veg,chloride, goitre, vegan_diet high_fiber_diet,615
meal_id67,clotted cottage cheese croquettes,cheese,"black pepper, black salt, bread crumb, corn flour, refined oil, jalapeno, jeera powder, maida, cottage cheese, parsley, salt, for thousand island dressing:, mayonnaise, tomato ketchup, minced garlic, celery, black pepper",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,355
meal_id51,christmas chocolate fudge cookies,cookie,"unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,255
meal_id5,gluten-free christmas cake,cake,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",veg,vitamin_a, goitre kidney_disease, high_protien_diet,440
meal_id7,chocolate nero cookies,cookie,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,545
meal_id269,spiced orange valencia cake,cake,"egg whites, egg white powder, sugar, almond powder, hazelnut powder, sugar, hazelnut (toasted)",veg,vitamin_a, anemia rickets scurvy, low_fat_diet,395
meal_id53,chocolate appo,chocolate,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,645
meal_id55,filo pizza,pizza,"filo pastry, himalayan salt, black pepper, salted butter, tomato sauce, broccoli, button mushroom, green zucchini, yellow zucchini, capsicum yellow, capsicum green, capsicum red, pizza spice mix, mozzarella cheese",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,610
meal_id15,almond and cranberry poha,poha,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut",veg,iron, hypertension, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,260
meal_id17,baked namakpara with roasted almond dip,dip,"almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water",veg,calcium, goitre hypertension kidney_disease, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,490
meal_id184,vegetable bruschetta,bruschetta,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",veg,calcium, obesity scurvy kidney_disease heart_disease, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,340
meal_id270,jalapeno cheese fingers,cheese,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,225
meal_id29,spinach and feta crepes,spinach,"milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",veg,vitamin_c, anemia scurvy goitre kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,655
meal_id271,californian breakfast benedict,sauce,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce",veg,protien, obesity rickets hypertension, high_protien_diet,375
meal_id272,chocolate marquise,chocolate,"dark chocolate (melted), castor sugar, egg yolk, egg, cocoa powder, coffee, cream, berries, dark chocolate, fresh cream",veg,vitamin_a, hypertension heart_disease, high_fiber_diet ketogenic_diet,235
meal_id273,corn &amp; jalapeno poppers,corn,"fresh corn kernels, corn flour, whole egg, cheddar cheese, jalapeno poppers, smoked paprika, coriander (toasted & ground), green onions, fresh cilantro, lemon (zest and juice), cooking oil",veg,iron, diabeties goitre, low_fat_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,430
meal_id274,banana phirni tartlets with fresh strawberries,banana,"basmati rice (soaked in water), milk, cardamom powder, milk, saffron, sugar, banana, fresh strawberries, plain flour, butter (chilled), castor sugar, egg yolk, chilled water",veg,vitamin_c, anemia pregnancy hypertension cancer scurvy heart_disease rickets kidney_disease obesity diabeties, alkaline_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,570
meal_id25,cashew nut cookies,cookie,"काजू पेस्ट, घी, खांड, फलैक्स या चिया सीडस, बेकिंग सोडा, बेकिंग पाउडर, वनीला, ओट्स, मैदा आर्गेनिक",veg,protien, hypertension, high_protien_diet vegan_diet dash_diet ketogenic_diet,330
meal_id207,spiced almond banana jaggery cake,cake,"मक्खन, दालचीनी गुड़ पाउडर, जायफल (पीसा हुआ), बादाम, चीनी, अंडे, संतरे का छिलका , केला, मैदा, बेकिंग सोडा, बेकिंग पाउडर, नमक, छाछ, पीसी हुई दालचीनी",veg,potassium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet gluten_free_diet,685
meal_id275,mexican pizza,pizza,"आटा टॉर्टिया, रिफ्राइड बीन्स, बेल पेपर, स्प्रिंग अनियन, लेट्यूस, मॉजरेला चीज, आॅरेंज चेडार चीज, चिटपोले ड्रेसिंग, फॉर पिको दे गालो, टमाटर, प्याज, नींबू का रस, नमक, हरी मिर्च, हरा धनिया, ब्लैक बीन्स (उबले हुए), टमाटर, प्याज, बेल पेपर, वेजिटेबल तेल",veg,sodium, goitre, vegan_diet,255
meal_id276,apple and pear cake,cake,"कोर, छिला और स्लाइस्ड एप्पल, कोर, छिला और स्लाइस्ड नाशपात्ती, कैस्टर शुगर, वनीला एसेंस , सूरजमुखी तेल, अंडे , मैदा, दूध, बेकिंग पाउडर, दूध , दालचीनी स्टिक, अंडे का पीला भाग , कैस्टर शुगर",veg,potassium, obesity diabeties, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,410
meal_id277,microwave chocolate cake,cake,"मैदा, कैस्टर या पाउडर शुगर, तेल, मक्खन या मारर्गीन, कोको पाउडर, पानी, वनीला एसेंस, बेकिंग सोडा, बेकिंग पाउडर, नमक, अंडा",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,385
meal_id278,white chocolate and lemon pastry,chocolate,"वाइट चॉकलेट, फ्रेश क्रीम, विप क्रीम, वनीला बीन, वनीला एक्ट्रैक्ट, ​क्रीम चीज़, जिलेटिन, नींबू, अंडे का पीला भाग, मक्खन, कैस्टर शुगर",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,415
meal_id44,andhra pan fried pomfret,curry,"white pomfret fish, sunflower refined ooil, red chilli powder, salt, turmeric powder, ginger-garlic paste, lemon (juiced), cumin powder, coriander powder, garam masala, green chilli, curry leaves, coriander",veg,iron, cancer, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet,435
meal_id45,ghee roast chicken dosa quesadilla,dosa,"dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), for cooking chicken:, tamarind pulp, ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, dosa batter (for 4 dosas), processed cheese, ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,540
meal_id211,lamb barley pot,barley,"pot barley, onions, worcestershire sauce, chilli flakes, mustard seeds, thick mutton chunks, thick neck of lamb chops, water or stock (to cover), salt, black pepper (freshly ground)",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,395
meal_id85,garlic and pinenut soup with burnt butter essence,soup,"garlic cloves, almonds (whole), parsley, bayleaf, chicken broth, nutmeg, egg yolk, heavy cream, white bread slices, butter, salt, pepper, white wine",veg,vitamin_a, hypertension cancer heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet,325
meal_id3,sweet chilli almonds,chilli,"almonds whole, egg white, curry leaves, salt, sugar (fine grain), red chilli powder",veg,vitamin_a, hypertension scurvy heart_disease goitre kidney_disease pregnancy, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,410
meal_id48,almond and chicken momos (without shell),chicken,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",non-veg,calcium, anemia hypertension rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555
meal_id49,christmas tree pizza,pizza,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",veg,chloride, goitre, vegan_diet high_fiber_diet,285
meal_id137,portugese fish stew,fish,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,220
meal_id127,cajun spiced turkey wrapped with bacon,wrapped,"turkey breast, cajun spice, spinach leaves (cooked and drained), garlic pods, salted butter, feta cheese, bacon strips, ground black pepper, for cajun spice:, onion powder, garlic powder, seasoning salt, paprika, ground black pepper, cayenne pepper, oregano, thyme, red pepper flakes (if you like it spicy))",non-veg,vitamin_c, cancer, high_protien_diet,485
meal_id50,belgian pork chop,chop,"pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,475
meal_id68,gajar halwa tart,halwa,"white butter, breakfast sugar, milk full fat, refined flour, winter carrots, ghee, sugar, khoya, cardamom powder, cashew nuts (crushed), almonds (crushed), full fat milk, full fat milk, grain sugar, green cardamom powder",veg,vitamin_d, kidney_disease, low_fat_diet,265
meal_id86,roast turkey with cranberry sauce,sauce,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",veg,chloride, goitre, high_protien_diet,245
meal_id5,gluten-free christmas cake,cake,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",veg,vitamin_a, goitre kidney_disease, high_protien_diet,245
meal_id7,chocolate nero cookies,cookie,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,565
meal_id8,lamb and chargrilled bell pepper soup,soup,"lamb bones (preferably shank and shoulder), onions, celery, ginger, garlic, carrot, chargrilled red/yellow/green bell peppers (quartered), whole spices mix (black pepper, cinnamon, cardamom, clove, bay leaf), salt, water (warm), oil (sunflower or olive",non-veg,sodium, pregnancy scurvy goitre kidney_disease obesity, alkaline_diet,545
meal_id9,cream of almond soup,soup,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",veg,calcium, obesity cancer hypertension, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,620
meal_id10,broccoli and almond soup,soup,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",veg,vitamin_c, pregnancy hypertension scurvy obesity diabeties, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,590
meal_id12,lemon honey glazed sous vide corn on the cob,corn,"young corn on the cob, honey, lemon juice, garlic cloves (smashed), celery stalk, chives, carrot, salt, paprika powder, parsley, plastic bag, food thermometer",non-veg,protien, diabeties goitre scurvy, low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,510
meal_id54,sous-vide salmon tikka,tikka,"norwegian salmon, black garlic pickle, butter, butchery bag, smoked yogurt, home made prawn crisp, edible flower, salt",non-veg,calcium, anemia pregnancy hypertension heart_disease rickets goitre obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,630
meal_id87,roasted spring chicken with root veggies,chicken,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",non-veg,iron, anemia pregnancy hypertension rickets goitre kidney_disease obesity, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,385
meal_id71,carrot ginger soup,soup,"गाजर, जैतून का तेल, नमक, वेजिटेबल स्टॉक, अदरक , थाइम , प्याज, लहसुन की कलियां, कालीमिर्च (ताजी पीसी हुई)",veg,sodium, obesity, alkaline_diet high_fiber_diet,610
meal_id215,mixed vegetable soup,soup,"मिक्स वेजिटेबल  (टमाटर, गाजर, मटर और फ्रेंच बीन्स), नमक, जीरा पाउडर, तेल, कढ़ीपत्ता",veg,sodium, scurvy heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,695
